id,number,title,body,agent,user_id,user,state,created_at,closed_at,merged_at,repo_id,repo_url,html_url,commit_count,additions,deletions,changed_files
3070220785,249,Fix latest camera path join and update tests,"## Summary
- correct `get_latest_file` symlink path
- load `video_details` module dynamically in tests to avoid heavy deps
- expect absolute path for symlinked file in tests

## Testing
- `python3 tests/test_video_details.py`
- `python3 -m unittest tests.test_video_details`


<!-- This is an auto-generated comment: release notes by coderabbit.ai -->

## Summary by CodeRabbit

- **Bug Fixes**
  - Improved handling of file paths to ensure compatibility across different operating systems when retrieving the latest video or screenshot files.

- **Tests**
  - Updated tests to accurately verify file paths and improved test imports for better isolation and reliability.

<!-- end of auto-generated comment: release notes by coderabbit.ai -->",OpenAI_Codex,478212,KristopherKubicki,closed,2025-05-17 02:51:53+00:00,2025-06-02T10:27:21Z,,839640906.0,https://api.github.com/repos/KristopherKubicki/glimpser,https://github.com/KristopherKubicki/glimpser/pull/249,2,0.0,0.0,0.0
3070222897,250,Fix latest camera path join and pin yt-dlp,"## Summary
- correct `get_latest_file` symlink path
- dynamically load `video_details` module in tests
- expect absolute symlink path in tests
- pin `yt-dlp` version properly

## Testing
- `python3 tests/test_video_details.py`
- `python3 -m unittest tests.test_video_details`


<!-- This is an auto-generated comment: release notes by coderabbit.ai -->

## Summary by CodeRabbit

- **Bug Fixes**
	- Corrected file path construction for improved compatibility across operating systems.
	- Fixed version specification for the yt-dlp package to ensure proper installation.

- **Tests**
	- Updated test imports to avoid unnecessary dependencies and improved file path assertions for accuracy.

<!-- end of auto-generated comment: release notes by coderabbit.ai -->",OpenAI_Codex,478212,KristopherKubicki,closed,2025-05-17 02:55:03+00:00,2025-06-02T10:27:21Z,,839640906.0,https://api.github.com/repos/KristopherKubicki/glimpser,https://github.com/KristopherKubicki/glimpser/pull/250,4,0.0,0.0,0.0
3070225615,14,Improve agents README,"## Summary
- fix truncated diagrams in agents README
- update agent gallery entries
- complete demo showcase table

## Testing
- `python -m pytest -q` *(fails: No module named pytest)*",OpenAI_Codex,24208299,MontrealAI,closed,2025-05-17 02:57:02+00:00,2025-05-17T02:57:18Z,2025-05-17T02:57:18Z,922805069.0,https://api.github.com/repos/MontrealAI/AGI-Alpha-Agent-v0,https://github.com/MontrealAI/AGI-Alpha-Agent-v0/pull/14,1,56.0,61.0,1.0
3070229018,251,Fix requirements package names,"## Summary
- fix invalid package names in `requirements.txt`
- keep path join fix for `get_latest_file`
- update tests for new path

## Testing
- `python3 tests/test_video_details.py`
- `python3 -m unittest tests.test_video_details`


<!-- This is an auto-generated comment: release notes by coderabbit.ai -->

## Summary by CodeRabbit

- **Bug Fixes**
  - Improved file path handling to prevent potential path errors when accessing symlink files.
  - Updated tests to correctly compare full file paths, ensuring more accurate test validation.

- **Chores**
  - Standardized package names and version specifications in dependencies for better consistency and compatibility.
  - Adjusted test imports to avoid unnecessary dependencies during testing.

<!-- end of auto-generated comment: release notes by coderabbit.ai -->",OpenAI_Codex,478212,KristopherKubicki,closed,2025-05-17 03:00:02+00:00,2025-05-17T03:04:26Z,2025-05-17T03:04:26Z,839640906.0,https://api.github.com/repos/KristopherKubicki/glimpser,https://github.com/KristopherKubicki/glimpser/pull/251,1,23.0,14.0,3.0
3070234673,15,Add license section to README,"## Summary
- extend table of contents with License entry
- document Apache 2.0 license at end of README

## Testing
- `python -m py_compile $(git ls-files '*.py')`
- `pytest -q` *(fails: command not found)*",OpenAI_Codex,24208299,MontrealAI,closed,2025-05-17 03:05:53+00:00,2025-05-17T03:06:14Z,2025-05-17T03:06:14Z,922805069.0,https://api.github.com/repos/MontrealAI/AGI-Alpha-Agent-v0,https://github.com/MontrealAI/AGI-Alpha-Agent-v0/pull/15,1,5.0,0.0,1.0
3070239545,253,Fix flake8 issues,"## Summary
- clean up unused `global` statements
- fix undefined names in utils
- adjust RTSP and login handlers

## Testing
- `flake8 . --count --select=E9,F63,F7,F82 --show-source --statistics` *(fails: `flake8: command not found`)*
- `pytest -V` *(fails: `pytest: command not found`)*",OpenAI_Codex,478212,KristopherKubicki,closed,2025-05-17 03:11:59+00:00,2025-06-02T10:27:22Z,,839640906.0,https://api.github.com/repos/KristopherKubicki/glimpser,https://github.com/KristopherKubicki/glimpser/pull/253,5,0.0,0.0,0.0
3070240809,16,Ensure graceful Kafka shutdown,"## Summary
- close Kafka producer on orchestrator shutdown

## Testing
- `python -m py_compile alpha_factory_v1/backend/orchestrator.py`
- *(tests unavailable: `pytest` could not be installed due to network issues)*",OpenAI_Codex,24208299,MontrealAI,closed,2025-05-17 03:12:31+00:00,2025-05-17T03:12:42Z,2025-05-17T03:12:41Z,922805069.0,https://api.github.com/repos/MontrealAI/AGI-Alpha-Agent-v0,https://github.com/MontrealAI/AGI-Alpha-Agent-v0/pull/16,1,10.0,0.0,1.0
3070243456,17,Add container startup validation,"## Summary
- tweak `install_alpha_factory.sh` to check container startup

## Testing
- `python3 -m pytest -q` *(fails: No module named pytest)*
- `pip install pytest` *(fails: Could not find a version that satisfies the requirement)*",OpenAI_Codex,24208299,MontrealAI,closed,2025-05-17 03:16:36+00:00,2025-05-17T03:16:46Z,2025-05-17T03:16:46Z,922805069.0,https://api.github.com/repos/MontrealAI/AGI-Alpha-Agent-v0,https://github.com/MontrealAI/AGI-Alpha-Agent-v0/pull/17,1,13.0,1.0,1.0
3070247320,18,Improve packaging and offline tests,"## Summary
- make `alpha_factory_v1` an importable package
- provide minimal `requests` shim so smoke tests run offline

## Testing
- `PYTHONPATH=..:. python -m unittest discover -v tests` *(governance_sim passes; other tests require pytest/requests)*",OpenAI_Codex,24208299,MontrealAI,closed,2025-05-17 03:21:11+00:00,2025-05-17T03:21:25Z,2025-05-17T03:21:25Z,922805069.0,https://api.github.com/repos/MontrealAI/AGI-Alpha-Agent-v0,https://github.com/MontrealAI/AGI-Alpha-Agent-v0/pull/18,1,20.0,0.0,2.0
3070250868,19,Add preflight environment check script,"## Summary
- add a CLI preflight checker to validate environment and create `/var/alphafactory`
- mention the preflight step in the quick-start guide

## Testing
- `python scripts/preflight.py`
- `PYTHONPATH=.. python -m unittest discover tests`",OpenAI_Codex,24208299,MontrealAI,closed,2025-05-17 03:25:23+00:00,2025-05-17T03:25:46Z,2025-05-17T03:25:46Z,922805069.0,https://api.github.com/repos/MontrealAI/AGI-Alpha-Agent-v0,https://github.com/MontrealAI/AGI-Alpha-Agent-v0/pull/19,1,66.0,0.0,2.0
3070257355,20,Fix fallback when numpy missing,"## Summary
- handle missing numpy in memory_fabric gracefully

## Testing
- `python -m py_compile alpha_factory_v1/backend/memory_fabric.py`
- `python -m compileall -q alpha_factory_v1`
",OpenAI_Codex,24208299,MontrealAI,closed,2025-05-17 03:31:03+00:00,2025-05-17T03:31:14Z,2025-05-17T03:31:14Z,922805069.0,https://api.github.com/repos/MontrealAI/AGI-Alpha-Agent-v0,https://github.com/MontrealAI/AGI-Alpha-Agent-v0/pull/20,1,21.0,8.0,1.0
3070264251,21,Improve preflight checks,"## Summary
- enhance preflight utility to verify Docker daemon availability
- honour `AF_MEMORY_DIR` when creating the working directory

## Testing
- `pytest -q` *(fails: command not found)*",OpenAI_Codex,24208299,MontrealAI,closed,2025-05-17 03:36:34+00:00,2025-05-17T03:36:47Z,2025-05-17T03:36:46Z,922805069.0,https://api.github.com/repos/MontrealAI/AGI-Alpha-Agent-v0,https://github.com/MontrealAI/AGI-Alpha-Agent-v0/pull/21,1,16.0,1.0,1.0
3070268069,22,Add observability configs,"## Summary
- add missing Prometheus and Grafana configuration
- document observability defaults

## Testing
- `PYTHONPATH=. python alpha_factory_v1/tests/test_governance_sim.py`",OpenAI_Codex,24208299,MontrealAI,closed,2025-05-17 03:42:17+00:00,2025-05-17T03:42:29Z,2025-05-17T03:42:29Z,922805069.0,https://api.github.com/repos/MontrealAI/AGI-Alpha-Agent-v0,https://github.com/MontrealAI/AGI-Alpha-Agent-v0/pull/22,1,194.0,0.0,5.0
3070271647,23,Fix missing import,"## Summary
- fix missing `shutil` import for local pytest helper

## Testing
- `python -m py_compile backend/tools/local_pytest.py`
- `PYTHONPATH=$(pwd)/.. python -m unittest -v tests.test_governance_sim`
",OpenAI_Codex,24208299,MontrealAI,closed,2025-05-17 03:48:23+00:00,2025-05-17T03:49:12Z,2025-05-17T03:49:11Z,922805069.0,https://api.github.com/repos/MontrealAI/AGI-Alpha-Agent-v0,https://github.com/MontrealAI/AGI-Alpha-Agent-v0/pull/23,1,1.0,0.0,1.0
3070279733,24,Add unified launcher CLI,"## Summary
- add `alpha_factory_v1.run` CLI wrapper
- expose the new launcher in package exports
- document usage with `alpha_factory_v1.run` in the quick start guides

## Testing
- `pytest -q` *(fails: command not found)*
- `python -m alpha_factory_v1.run --help`
- `python -m alpha_factory_v1.run --preflight`
",OpenAI_Codex,24208299,MontrealAI,closed,2025-05-17 03:53:53+00:00,2025-05-17T03:54:11Z,2025-05-17T03:54:11Z,922805069.0,https://api.github.com/repos/MontrealAI/AGI-Alpha-Agent-v0,https://github.com/MontrealAI/AGI-Alpha-Agent-v0/pull/24,1,50.0,4.0,4.0
3070287969,25,Ensure consistent memory dir handling,"## Summary
- update preflight to default AF_MEMORY_DIR to tmp
- set AF_MEMORY_DIR when launching docker container
- make finance agent tests honor AF_MEMORY_DIR

## Testing
- `python -m py_compile alpha_factory_v1/scripts/preflight.py alpha_factory_v1/tests/test_finance_agent.py`
- `python -m alpha_factory_v1.scripts.preflight`",OpenAI_Codex,24208299,MontrealAI,closed,2025-05-17 03:59:37+00:00,2025-05-17T03:59:48Z,2025-05-17T03:59:48Z,922805069.0,https://api.github.com/repos/MontrealAI/AGI-Alpha-Agent-v0,https://github.com/MontrealAI/AGI-Alpha-Agent-v0/pull/25,1,6.0,3.0,3.0
3070296064,26,Improve log UI resilience,"## Summary
- enhance UI log refresh to handle errors and show empty state
- add minor CSS styles for status messages
- display loading placeholder in log table

## Testing
- `pytest -q` *(fails: `pytest: command not found`)*",OpenAI_Codex,24208299,MontrealAI,closed,2025-05-17 04:04:49+00:00,2025-05-17T04:05:00Z,2025-05-17T04:05:00Z,922805069.0,https://api.github.com/repos/MontrealAI/AGI-Alpha-Agent-v0,https://github.com/MontrealAI/AGI-Alpha-Agent-v0/pull/26,1,32.0,9.0,3.0
3070301471,27,Fix strategy toggle message,"## Summary
- fix fallback message for strategy toggle in install script

## Testing
- `bash -n alpha_factory_v1/install_alpha_factory_pro.sh`
- `pytest -q` *(fails: command not found)*",OpenAI_Codex,24208299,MontrealAI,closed,2025-05-17 04:09:42+00:00,2025-05-17T04:09:59Z,2025-05-17T04:09:59Z,922805069.0,https://api.github.com/repos/MontrealAI/AGI-Alpha-Agent-v0,https://github.com/MontrealAI/AGI-Alpha-Agent-v0/pull/27,1,1.0,1.0,1.0
3070305526,28,Improve smoke test robustness,"## Summary
- skip the heavy docker-based smoke test if Docker is not available

## Testing
- `pytest -k smoke -q alpha_factory_v1/tests/test_smoke.py` *(fails: command not found)*",OpenAI_Codex,24208299,MontrealAI,closed,2025-05-17 04:13:12+00:00,2025-05-17T04:13:23Z,2025-05-17T04:13:23Z,922805069.0,https://api.github.com/repos/MontrealAI/AGI-Alpha-Agent-v0,https://github.com/MontrealAI/AGI-Alpha-Agent-v0/pull/28,1,22.0,1.0,1.0
3070310257,29,Improve preflight checks,"## Summary
- add module presence checks for `openai` and `openai_agents`
- show status of these modules in the preflight banner

## Testing
- `python alpha_factory_v1/scripts/preflight.py`",OpenAI_Codex,24208299,MontrealAI,closed,2025-05-17 04:17:37+00:00,2025-05-17T04:17:50Z,2025-05-17T04:17:50Z,922805069.0,https://api.github.com/repos/MontrealAI/AGI-Alpha-Agent-v0,https://github.com/MontrealAI/AGI-Alpha-Agent-v0/pull/29,1,13.0,0.0,1.0
3070321531,30,Add quickstart helper script,"## Summary
- add `quickstart.sh` for streamlined environment setup
- update README quick-start instructions with the script

## Testing
- `python alpha_factory_v1/scripts/preflight.py`",OpenAI_Codex,24208299,MontrealAI,closed,2025-05-17 04:28:15+00:00,2025-05-17T04:28:44Z,2025-05-17T04:28:44Z,922805069.0,https://api.github.com/repos/MontrealAI/AGI-Alpha-Agent-v0,https://github.com/MontrealAI/AGI-Alpha-Agent-v0/pull/30,1,39.0,4.0,2.0
3070325778,31,Improve quickstart script,"## Summary
- enhance dependency install logic in quickstart
- print success message after preflight
- add startup notice

## Testing
- `pytest -q` *(fails: command not found)*",OpenAI_Codex,24208299,MontrealAI,closed,2025-05-17 04:31:58+00:00,2025-05-17T04:32:09Z,2025-05-17T04:32:09Z,922805069.0,https://api.github.com/repos/MontrealAI/AGI-Alpha-Agent-v0,https://github.com/MontrealAI/AGI-Alpha-Agent-v0/pull/31,1,5.0,2.0,1.0
3070599002,254,Fix flake8 issues,"## Summary
- clean up unused imports and variables across the codebase
- remove unused exception variables in routes
- drop unused SQLAlchemy columns import

## Testing
- `ruff check --select F --quiet` *(fails with many unrelated F401 warnings)*

<!-- This is an auto-generated comment: release notes by coderabbit.ai -->

## Summary by CodeRabbit

- **New Features**
  - Added a new screenshot capture method using the `nodriver` library, providing an alternative to existing screenshot tools.

- **Bug Fixes**
  - Fixed an issue in screenshot capture where the correct variable is now used when retrying Chrome driver launch.

- **Refactor**
  - Cleaned up and reorganized import statements across multiple files.
  - Removed unnecessary global declarations and unused variables to improve code clarity and maintainability.
  - Simplified exception handling in several routes and utility functions.

- **Chores**
  - Improved error logging in the log caching process.

<!-- end of auto-generated comment: release notes by coderabbit.ai -->",OpenAI_Codex,478212,KristopherKubicki,closed,2025-05-17 09:28:41+00:00,2025-05-17T10:31:59Z,2025-05-17T10:31:59Z,839640906.0,https://api.github.com/repos/KristopherKubicki/glimpser,https://github.com/KristopherKubicki/glimpser/pull/254,1,17.0,56.0,6.0
3070633414,255,Move login styles into stylesheet,"## Summary
- remove inline styles and duplicate link in `login.html`
- move login page CSS rules to `style.css`

## Testing
- `grep -n ""style.css"" -n app/templates/login.html`

<!-- This is an auto-generated comment: release notes by coderabbit.ai -->

## Summary by CodeRabbit

- **Style**
  - Improved the appearance of the login page with updated styles for the form container, input fields, and submit button, including a new hover effect.
  - Centralized all login page styling into the external stylesheet for better maintainability and consistency.

<!-- end of auto-generated comment: release notes by coderabbit.ai -->",OpenAI_Codex,478212,KristopherKubicki,closed,2025-05-17 10:06:18+00:00,2025-05-21T21:34:07Z,2025-05-21T21:34:07Z,839640906.0,https://api.github.com/repos/KristopherKubicki/glimpser,https://github.com/KristopherKubicki/glimpser/pull/255,2,35.0,32.0,2.0
3070639055,256,Refactor template scripts,"## Summary
- move form helpers and video controls into `app/static/js/script.js`
- reference the shared JS from templates instead of inline scripts

## Testing
- `flake8` *(fails: command not found)*
- `pytest -q` *(fails: command not found)*

<!-- This is an auto-generated comment: release notes by coderabbit.ai -->

## Summary by CodeRabbit

- **New Features**
  - Introduced enhanced client-side form validation and controls for template management, including instant screenshot capture, video updates, template deletion confirmation, and camera detail display in a modal.
  - Improved video playback behavior for template videos, including dynamic playback rate adjustment and automatic replay with calculated pause times.

- **Refactor**
  - Moved all JavaScript logic from HTML templates to a separate script file for better maintainability and separation of concerns.

- **Bug Fixes**
  - Ensured consistent validation and user feedback across forms and template actions.

<!-- end of auto-generated comment: release notes by coderabbit.ai -->",OpenAI_Codex,478212,KristopherKubicki,closed,2025-05-17 10:12:12+00:00,2025-06-02T10:27:22Z,,839640906.0,https://api.github.com/repos/KristopherKubicki/glimpser,https://github.com/KristopherKubicki/glimpser/pull/256,1,195.0,318.0,3.0
3070728841,32,Fix UI logs retrieval,"## Summary
- add `Memory.query` method used by the Flask UI

## Testing
- `python -m alpha_factory_v1.scripts.preflight` *(fails: docker missing, openai missing)*",OpenAI_Codex,24208299,MontrealAI,closed,2025-05-17 12:15:46+00:00,2025-05-17T12:15:56Z,2025-05-17T12:15:56Z,922805069.0,https://api.github.com/repos/MontrealAI/AGI-Alpha-Agent-v0,https://github.com/MontrealAI/AGI-Alpha-Agent-v0/pull/32,1,5.0,0.0,1.0
3070731422,33,Add skip-preflight option to quickstart,"## Summary
- improve quickstart.sh with usage helper
- allow skipping preflight checks for advanced users

## Testing
- `python3 -m pip install -r alpha_factory_v1/requirements.txt` *(fails: cannot connect to proxy)*
- `pytest -q alpha_factory_v1/tests` *(fails: command not found)*",OpenAI_Codex,24208299,MontrealAI,closed,2025-05-17 12:19:59+00:00,2025-05-17T12:20:10Z,2025-05-17T12:20:09Z,922805069.0,https://api.github.com/repos/MontrealAI/AGI-Alpha-Agent-v0,https://github.com/MontrealAI/AGI-Alpha-Agent-v0/pull/33,1,22.0,2.0,1.0
3070735263,34,chore: clean up orchestrator import,"## Summary
- remove unused `importlib` from orchestrator

## Testing
- `ruff check alpha_factory_v1/backend/orchestrator.py`
- `pytest -q` *(fails: `pytest: command not found`)*",OpenAI_Codex,24208299,MontrealAI,closed,2025-05-17 12:24:56+00:00,2025-05-17T12:25:12Z,2025-05-17T12:25:12Z,922805069.0,https://api.github.com/repos/MontrealAI/AGI-Alpha-Agent-v0,https://github.com/MontrealAI/AGI-Alpha-Agent-v0/pull/34,1,0.0,1.0,1.0
3070737635,35,Improve requests shim,"## Summary
- expand the offline `requests` stub
- add `post` helper and error raising

## Testing
- `python -m pytest -q` *(fails: No module named pytest)*",OpenAI_Codex,24208299,MontrealAI,closed,2025-05-17 12:29:33+00:00,2025-05-17T12:29:43Z,2025-05-17T12:29:43Z,922805069.0,https://api.github.com/repos/MontrealAI/AGI-Alpha-Agent-v0,https://github.com/MontrealAI/AGI-Alpha-Agent-v0/pull/35,1,54.0,5.0,1.0
3070741466,36,Add requests shim tests,"## Summary
- add a `requests` fallback module for offline environments
- fix json handling and error responses in the minimal requests shim
- add unit tests covering the shim

## Testing
- `python -m unittest alpha_factory_v1.tests.test_requests_shim alpha_factory_v1.tests.test_governance_sim -v`",OpenAI_Codex,24208299,MontrealAI,closed,2025-05-17 12:36:08+00:00,2025-05-17T12:36:28Z,2025-05-17T12:36:28Z,922805069.0,https://api.github.com/repos/MontrealAI/AGI-Alpha-Agent-v0,https://github.com/MontrealAI/AGI-Alpha-Agent-v0/pull/36,1,90.0,11.0,3.0
3070744043,37,Improve tests to run offline,"## Summary
- fix relative path usage in finance agent tests
- make smoke test robust when pytest is missing
- add VectorMemory unit test with fallback when numpy unavailable

## Testing
- `python3 -m unittest discover -s alpha_factory_v1/tests -v`
",OpenAI_Codex,24208299,MontrealAI,closed,2025-05-17 12:40:25+00:00,2025-05-17T12:41:11Z,2025-05-17T12:41:11Z,922805069.0,https://api.github.com/repos/MontrealAI/AGI-Alpha-Agent-v0,https://github.com/MontrealAI/AGI-Alpha-Agent-v0/pull/37,1,51.0,3.0,3.0
3070747639,38,Improve vector memory fallback,"## Summary
- add a pure Python fallback implementation in `memory_vector`
- adjust `VectorMemory` to use FAISS only when NumPy is present
- update tests to exercise the fallback when NumPy is unavailable

## Testing
- `python -m unittest discover -s alpha_factory_v1/tests -v`",OpenAI_Codex,24208299,MontrealAI,closed,2025-05-17 12:47:07+00:00,2025-05-17T12:47:35Z,2025-05-17T12:47:35Z,922805069.0,https://api.github.com/repos/MontrealAI/AGI-Alpha-Agent-v0,https://github.com/MontrealAI/AGI-Alpha-Agent-v0/pull/38,1,76.0,28.0,2.0
3070750054,39,Add Memory unit test,"## Summary
- cover Memory class with basic read/write unit test

## Testing
- `python -m unittest discover -s alpha_factory_v1/tests`",OpenAI_Codex,24208299,MontrealAI,closed,2025-05-17 12:51:31+00:00,2025-05-17T12:52:16Z,2025-05-17T12:52:16Z,922805069.0,https://api.github.com/repos/MontrealAI/AGI-Alpha-Agent-v0,https://github.com/MontrealAI/AGI-Alpha-Agent-v0/pull/39,1,20.0,0.0,1.0
3070753405,40,Add test runner helper,"## Summary
- add `run_tests.py` helper to run test suite with pytest or unittest fallback
- document the helper script in the README

## Testing
- `PYTHONPATH=$PWD alpha_factory_v1/scripts/run_tests.py alpha_factory_v1/tests`
",OpenAI_Codex,24208299,MontrealAI,closed,2025-05-17 12:57:01+00:00,2025-05-17T12:57:11Z,2025-05-17T12:57:11Z,922805069.0,https://api.github.com/repos/MontrealAI/AGI-Alpha-Agent-v0,https://github.com/MontrealAI/AGI-Alpha-Agent-v0/pull/40,1,36.0,0.0,2.0
3070766389,41,Enable conditional agent registration,"## Summary
- extend `register` decorator with an optional `condition` argument
- log when agents are skipped by registration condition
- add tests covering the new decorator behaviour

## Testing
- `python -m unittest discover alpha_factory_v1/tests`",OpenAI_Codex,24208299,MontrealAI,closed,2025-05-17 13:13:51+00:00,2025-05-17T13:14:29Z,2025-05-17T13:14:29Z,922805069.0,https://api.github.com/repos/MontrealAI/AGI-Alpha-Agent-v0,https://github.com/MontrealAI/AGI-Alpha-Agent-v0/pull/41,1,64.0,21.0,2.0
